Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Team,Start Date,End Date
Agha Salman,5,5.0,0.0,280.0,134.0,56.0,271.0,103.32,1.0,0.0,0.0,25.0,5.0,Pakistan,2025-02-01,2025-02-25
Mohammad Rizwan,5,5.0,1.0,220.0,122.0,55.0,306.0,71.89,1.0,0.0,0.0,16.0,4.0,Pakistan,2025-02-01,2025-02-25
Fakhar Zaman,4,4.0,0.0,159.0,84.0,39.75,153.0,103.92,0.0,1.0,0.0,19.0,5.0,Pakistan,2025-02-01,2025-02-25
Babar Azam,5,5.0,0.0,149.0,64.0,29.8,192.0,77.6,0.0,1.0,0.0,20.0,2.0,Pakistan,2025-02-01,2025-02-25
Khushdil Shah,5,4.0,0.0,129.0,69.0,32.25,124.0,104.03,0.0,1.0,0.0,11.0,3.0,Pakistan,2025-02-01,2025-02-25
Saud Shakeel,4,4.0,0.0,91.0,62.0,22.75,125.0,72.8,0.0,1.0,0.0,8.0,0.0,Pakistan,2025-02-01,2025-02-25
Tayyab Tahir,5,5.0,1.0,77.0,38.0,19.25,74.0,104.05,0.0,0.0,0.0,9.0,1.0,Pakistan,2025-02-01,2025-02-25
Naseem Shah,5,4.0,0.0,59.0,19.0,14.75,71.0,83.09,0.0,0.0,0.0,2.0,2.0,Pakistan,2025-02-01,2025-02-25
Haris Rauf,3,2.0,0.0,27.0,19.0,13.5,17.0,158.82,0.0,0.0,0.0,0.0,4.0,Pakistan,2025-02-01,2025-02-25
Shaheen Shah Afridi,5,4.0,0.0,25.0,14.0,6.25,34.0,73.52,0.0,0.0,1.0,1.0,1.0,Pakistan,2025-02-01,2025-02-25
Abrar Ahmed,5,4.0,4.0,24.0,23.0,0.0,16.0,150.0,0.0,0.0,0.0,4.0,0.0,Pakistan,2025-02-01,2025-02-25
Faheem Ashraf,1,1.0,0.0,22.0,22.0,22.0,21.0,104.76,0.0,0.0,0.0,2.0,0.0,Pakistan,2025-02-01,2025-02-25
Kamran Ghulam,1,1.0,0.0,18.0,18.0,18.0,32.0,56.25,0.0,0.0,0.0,1.0,0.0,Pakistan,2025-02-01,2025-02-25
Imam-ul-Haq,1,1.0,0.0,10.0,10.0,10.0,26.0,38.46,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Mohammad Hasnain,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Jaker Ali,2,2.0,0.0,113.0,68.0,56.5,169.0,66.86,0.0,1.0,0.0,7.0,1.0,Bangladesh,2025-02-01,2025-02-25
Towhid Hridoy,2,2.0,0.0,107.0,100.0,53.5,142.0,75.35,1.0,0.0,0.0,6.0,2.0,Bangladesh,2025-02-01,2025-02-25
Najmul Hossain Shanto,2,2.0,0.0,77.0,77.0,38.5,112.0,68.75,0.0,1.0,1.0,9.0,0.0,Bangladesh,2025-02-01,2025-02-25
Tanzid Hasan,2,2.0,0.0,49.0,25.0,24.5,49.0,100.0,0.0,0.0,0.0,5.0,2.0,Bangladesh,2025-02-01,2025-02-25
Rishad Hossain,2,2.0,0.0,44.0,26.0,22.0,37.0,118.91,0.0,0.0,0.0,3.0,3.0,Bangladesh,2025-02-01,2025-02-25
Mehidy Hasan Miraz,2,2.0,0.0,18.0,13.0,9.0,24.0,75.0,0.0,0.0,0.0,2.0,1.0,Bangladesh,2025-02-01,2025-02-25
Taskin Ahmed,2,2.0,0.0,13.0,10.0,6.5,26.0,50.0,0.0,0.0,0.0,1.0,0.0,Bangladesh,2025-02-01,2025-02-25
Mahmudullah,1,1.0,0.0,4.0,4.0,4.0,14.0,28.57,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Mustafizur Rahman,2,2.0,2.0,3.0,3.0,0.0,7.0,42.85,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Mushfiqur Rahim,2,2.0,0.0,2.0,2.0,1.0,6.0,33.33,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Nahid Rana,1,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Soumya Sarkar,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Tanzim Hasan Sakib,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
GD Phillips,5,5.0,4.0,236.0,106.0,236.0,190.0,124.21,1.0,1.0,0.0,14.0,13.0,New Zealand,2025-02-01,2025-02-25
KS Williamson,5,5.0,1.0,231.0,133.0,57.75,257.0,89.88,1.0,1.0,0.0,24.0,3.0,New Zealand,2025-02-01,2025-02-25
TWM Latham,5,5.0,1.0,229.0,118.0,57.25,248.0,92.33,1.0,2.0,2.0,18.0,3.0,New Zealand,2025-02-01,2025-02-25
DP Conway,4,4.0,0.0,185.0,97.0,46.25,243.0,76.13,0.0,1.0,0.0,22.0,1.0,New Zealand,2025-02-01,2025-02-25
DJ Mitchell,4,4.0,0.0,158.0,81.0,39.5,176.0,89.77,0.0,2.0,0.0,8.0,5.0,New Zealand,2025-02-01,2025-02-25
R Ravindra,2,2.0,0.0,137.0,112.0,68.5,124.0,110.48,1.0,0.0,0.0,17.0,1.0,New Zealand,2025-02-01,2025-02-25
WA Young,5,5.0,0.0,135.0,107.0,27.0,161.0,83.85,1.0,0.0,1.0,16.0,1.0,New Zealand,2025-02-01,2025-02-25
MG Bracewell,5,4.0,3.0,44.0,31.0,44.0,40.0,110.0,0.0,0.0,0.0,2.0,3.0,New Zealand,2025-02-01,2025-02-25
MJ Santner,5,1.0,1.0,8.0,8.0,0.0,5.0,160.0,0.0,0.0,0.0,1.0,0.0,New Zealand,2025-02-01,2025-02-25
JA Duffy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
MJ Henry,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
KA Jamieson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
W O'Rourke,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
BV Sears,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
NG Smith,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
BM Duckett,4,4.0,0.0,296.0,165.0,74.0,250.0,118.4,1.0,1.0,0.0,41.0,3.0,England,2025-02-01,2025-02-25
JE Root,4,4.0,0.0,180.0,69.0,45.0,210.0,85.71,0.0,2.0,0.0,13.0,0.0,England,2025-02-01,2025-02-25
JC Buttler,4,4.0,0.0,115.0,52.0,28.75,132.0,87.12,0.0,1.0,0.0,7.0,1.0,England,2025-02-01,2025-02-25
PD Salt,4,4.0,0.0,102.0,43.0,25.5,82.0,124.39,0.0,0.0,0.0,12.0,5.0,England,2025-02-01,2025-02-25
LS Livingstone,4,4.0,0.0,69.0,41.0,17.25,82.0,84.14,0.0,0.0,0.0,3.0,3.0,England,2025-02-01,2025-02-25
HC Brook,4,4.0,0.0,53.0,31.0,13.25,87.0,60.91,0.0,0.0,1.0,4.0,2.0,England,2025-02-01,2025-02-25
JG Bethell,1,1.0,0.0,51.0,51.0,51.0,64.0,79.68,0.0,1.0,0.0,3.0,1.0,England,2025-02-01,2025-02-25
JC Archer,2,2.0,2.0,42.0,21.0,0.0,28.0,150.0,0.0,0.0,0.0,5.0,2.0,England,2025-02-01,2025-02-25
AAP Atkinson,2,2.0,0.0,41.0,38.0,20.5,26.0,157.69,0.0,0.0,0.0,6.0,1.0,England,2025-02-01,2025-02-25
T Banton,1,1.0,0.0,38.0,38.0,38.0,41.0,92.68,0.0,0.0,0.0,4.0,2.0,England,2025-02-01,2025-02-25
AU Rashid,4,4.0,1.0,23.0,14.0,7.66,27.0,85.18,0.0,0.0,1.0,3.0,0.0,England,2025-02-01,2025-02-25
BA Carse,2,2.0,0.0,18.0,10.0,9.0,25.0,72.0,0.0,0.0,0.0,1.0,0.0,England,2025-02-01,2025-02-25
JL Smith,1,1.0,0.0,15.0,15.0,15.0,13.0,115.38,0.0,0.0,0.0,3.0,0.0,England,2025-02-01,2025-02-25
MA Wood,3,2.0,0.0,9.0,9.0,4.5,8.0,112.5,0.0,0.0,1.0,2.0,0.0,England,2025-02-01,2025-02-25
J Overton,1,1.0,0.0,6.0,6.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-25
S Mahmood,3,3.0,2.0,4.0,2.0,4.0,9.0,44.44,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-25
JP Inglis,2,2.0,1.0,142.0,120.0,142.0,113.0,125.66,1.0,0.0,0.0,12.0,6.0,Australia,2025-02-01,2025-02-25
AT Carey,2,2.0,0.0,110.0,69.0,55.0,101.0,108.91,0.0,1.0,0.0,13.0,1.0,Australia,2025-02-01,2025-02-25
MW Short,3,3.0,0.0,65.0,63.0,21.66,76.0,85.52,0.0,1.0,1.0,9.0,1.0,Australia,2025-02-01,2025-02-25
M Labuschagne,2,2.0,0.0,62.0,47.0,31.0,72.0,86.11,0.0,0.0,0.0,6.0,0.0,Australia,2025-02-01,2025-02-25
SPD Smith,3,3.0,0.0,46.0,29.0,15.33,57.0,80.7,0.0,0.0,0.0,7.0,1.0,Australia,2025-02-01,2025-02-25
GJ Maxwell,2,2.0,1.0,33.0,32.0,33.0,18.0,183.33,0.0,0.0,0.0,4.0,2.0,Australia,2025-02-01,2025-02-25
AM Hardie,2,2.0,0.0,32.0,32.0,16.0,41.0,78.04,0.0,0.0,1.0,3.0,0.0,Australia,2025-02-01,2025-02-25
A Zampa,3,2.0,1.0,28.0,20.0,28.0,38.0,73.68,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-25
TM Head,2,2.0,0.0,24.0,18.0,12.0,23.0,104.34,0.0,0.0,0.0,4.0,0.0,Australia,2025-02-01,2025-02-25
SA Abbott,2,2.0,0.0,22.0,20.0,11.0,31.0,70.96,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-25
J Fraser-McGurk,2,2.0,0.0,11.0,9.0,5.5,18.0,61.11,0.0,0.0,0.0,2.0,0.0,Australia,2025-02-01,2025-02-25
BJ Dwarshuis,2,1.0,0.0,9.0,9.0,9.0,11.0,81.81,0.0,0.0,0.0,0.0,1.0,Australia,2025-02-01,2025-02-25
T Sangha,1,1.0,1.0,5.0,5.0,0.0,16.0,31.25,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-25
C Connolly,1,1.0,0.0,3.0,3.0,3.0,16.0,18.75,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-25
NT Ellis,2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-25
SH Johnson,2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-25
Rahmat Shah,1,1.0,0.0,90.0,90.0,90.0,92.0,97.82,0.0,1.0,0.0,9.0,1.0,Afghanistan,2025-02-01,2025-02-25
Azmatullah Omarzai,1,1.0,0.0,18.0,18.0,18.0,27.0,66.66,0.0,0.0,0.0,3.0,0.0,Afghanistan,2025-02-01,2025-02-25
Rashid Khan,1,1.0,0.0,18.0,18.0,18.0,13.0,138.46,0.0,0.0,0.0,3.0,1.0,Afghanistan,2025-02-01,2025-02-25
Ibrahim Zadran,1,1.0,0.0,17.0,17.0,17.0,29.0,58.62,0.0,0.0,0.0,1.0,1.0,Afghanistan,2025-02-01,2025-02-25
Sediqullah Atal,1,1.0,0.0,16.0,16.0,16.0,32.0,50.0,0.0,0.0,0.0,2.0,0.0,Afghanistan,2025-02-01,2025-02-25
Gulbadin Naib,1,1.0,0.0,13.0,13.0,13.0,19.0,68.42,0.0,0.0,0.0,2.0,0.0,Afghanistan,2025-02-01,2025-02-25
Rahmanullah Gurbaz,1,1.0,0.0,10.0,10.0,10.0,14.0,71.42,0.0,0.0,0.0,1.0,0.0,Afghanistan,2025-02-01,2025-02-25
Noor Ahmad,1,1.0,0.0,9.0,9.0,9.0,15.0,60.0,0.0,0.0,0.0,1.0,0.0,Afghanistan,2025-02-01,2025-02-25
Mohammad Nabi,1,1.0,0.0,8.0,8.0,8.0,17.0,47.05,0.0,0.0,0.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-25
Fazalhaq Farooqi,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-25
Hashmatullah Shahidi,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-25
MP Breetzke,2,2.0,0.0,233.0,150.0,116.5,232.0,100.43,1.0,1.0,0.0,21.0,6.0,South Africa,2025-02-01,2025-02-25
T Bavuma,3,3.0,0.0,160.0,82.0,53.33,195.0,82.05,0.0,2.0,0.0,21.0,0.0,South Africa,2025-02-01,2025-02-25
RD Rickelton,1,1.0,0.0,103.0,103.0,103.0,106.0,97.16,1.0,0.0,0.0,7.0,1.0,South Africa,2025-02-01,2025-02-25
H Klaasen,1,1.0,0.0,87.0,87.0,87.0,56.0,155.35,0.0,1.0,0.0,11.0,3.0,South Africa,2025-02-01,2025-02-25
PWA Mulder,3,3.0,1.0,78.0,64.0,39.0,72.0,108.33,0.0,1.0,0.0,6.0,2.0,South Africa,2025-02-01,2025-02-25
AK Markram,1,1.0,1.0,52.0,52.0,0.0,36.0,144.44,0.0,1.0,0.0,6.0,1.0,South Africa,2025-02-01,2025-02-25
HE van der Dussen,1,1.0,0.0,52.0,52.0,52.0,46.0,113.04,0.0,1.0,0.0,3.0,2.0,South Africa,2025-02-01,2025-02-25
K Verreynne,2,2.0,1.0,45.0,44.0,45.0,36.0,125.0,0.0,0.0,0.0,3.0,1.0,South Africa,2025-02-01,2025-02-25
JF Smith,1,1.0,0.0,41.0,41.0,41.0,51.0,80.39,0.0,0.0,0.0,1.0,2.0,South Africa,2025-02-01,2025-02-25
T de Zorzi,2,2.0,0.0,33.0,22.0,16.5,29.0,113.79,0.0,0.0,0.0,5.0,1.0,South Africa,2025-02-01,2025-02-25
C Bosch,1,1.0,1.0,15.0,15.0,0.0,9.0,166.66,0.0,0.0,0.0,1.0,1.0,South Africa,2025-02-01,2025-02-25
DA Miller,1,1.0,0.0,14.0,14.0,14.0,18.0,77.77,0.0,0.0,0.0,1.0,0.0,South Africa,2025-02-01,2025-02-25
E Bosch,1,1.0,1.0,7.0,7.0,0.0,9.0,77.77,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
S Muthusamy,2,1.0,0.0,2.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
M Mpongwana,1,1.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
M Jansen,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
CJ Dala,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
KA Maharaj,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
L Ngidi,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
K Rabada,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
T Shamsi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-25
Shubman Gill,5,5.0,1.0,406.0,112.0,101.5,431.0,94.19,2.0,2.0,0.0,53.0,6.0,India,2025-02-01,2025-03-01
SS Iyer,5,5.0,0.0,252.0,78.0,50.4,231.0,109.09,0.0,3.0,0.0,27.0,6.0,India,2025-02-01,2025-03-01
RG Sharma,5,5.0,0.0,183.0,119.0,36.6,150.0,122.0,1.0,0.0,0.0,22.0,8.0,India,2025-02-01,2025-03-01
V Kohli,4,4.0,1.0,179.0,100.0,59.66,212.0,84.43,1.0,1.0,0.0,16.0,1.0,India,2025-02-01,2025-03-01
AR Patel,5,5.0,2.0,117.0,52.0,39.0,118.0,99.15,0.0,1.0,0.0,13.0,1.0,India,2025-02-01,2025-03-01
KL Rahul,5,4.0,1.0,93.0,41.0,31.0,99.0,93.93,0.0,0.0,0.0,5.0,3.0,India,2025-02-01,2025-03-01
HH Pandya,5,4.0,1.0,44.0,17.0,14.66,27.0,162.96,0.0,0.0,0.0,3.0,3.0,India,2025-02-01,2025-03-01
RA Jadeja,4,2.0,2.0,23.0,12.0,0.0,17.0,135.29,0.0,0.0,0.0,4.0,0.0,India,2025-02-01,2025-03-01
YBK Jaiswal,1,1.0,0.0,15.0,15.0,15.0,22.0,68.18,0.0,0.0,0.0,3.0,0.0,India,2025-02-01,2025-03-01
Washington Sundar,1,1.0,0.0,14.0,14.0,14.0,14.0,100.0,0.0,0.0,0.0,1.0,0.0,India,2025-02-01,2025-03-01
Harshit Rana,5,1.0,0.0,13.0,13.0,13.0,10.0,130.0,0.0,0.0,0.0,1.0,1.0,India,2025-02-01,2025-03-01
Arshdeep Singh,1,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-03-01
Kuldeep Yadav,4,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-03-01
Mohammed Shami,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-03-01
CV Varun,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-03-01
Agha Salman,5,5.0,0.0,280.0,134.0,56.0,271.0,103.32,1.0,0.0,0.0,25.0,5.0,Pakistan,2025-02-01,2025-03-01
Mohammad Rizwan,5,5.0,1.0,220.0,122.0,55.0,306.0,71.89,1.0,0.0,0.0,16.0,4.0,Pakistan,2025-02-01,2025-03-01
Fakhar Zaman,4,4.0,0.0,159.0,84.0,39.75,153.0,103.92,0.0,1.0,0.0,19.0,5.0,Pakistan,2025-02-01,2025-03-01
Babar Azam,5,5.0,0.0,149.0,64.0,29.8,192.0,77.6,0.0,1.0,0.0,20.0,2.0,Pakistan,2025-02-01,2025-03-01
Khushdil Shah,5,4.0,0.0,129.0,69.0,32.25,124.0,104.03,0.0,1.0,0.0,11.0,3.0,Pakistan,2025-02-01,2025-03-01
Saud Shakeel,4,4.0,0.0,91.0,62.0,22.75,125.0,72.8,0.0,1.0,0.0,8.0,0.0,Pakistan,2025-02-01,2025-03-01
Tayyab Tahir,5,5.0,1.0,77.0,38.0,19.25,74.0,104.05,0.0,0.0,0.0,9.0,1.0,Pakistan,2025-02-01,2025-03-01
Naseem Shah,5,4.0,0.0,59.0,19.0,14.75,71.0,83.09,0.0,0.0,0.0,2.0,2.0,Pakistan,2025-02-01,2025-03-01
Haris Rauf,3,2.0,0.0,27.0,19.0,13.5,17.0,158.82,0.0,0.0,0.0,0.0,4.0,Pakistan,2025-02-01,2025-03-01
Shaheen Shah Afridi,5,4.0,0.0,25.0,14.0,6.25,34.0,73.52,0.0,0.0,1.0,1.0,1.0,Pakistan,2025-02-01,2025-03-01
Abrar Ahmed,5,4.0,4.0,24.0,23.0,0.0,16.0,150.0,0.0,0.0,0.0,4.0,0.0,Pakistan,2025-02-01,2025-03-01
Faheem Ashraf,1,1.0,0.0,22.0,22.0,22.0,21.0,104.76,0.0,0.0,0.0,2.0,0.0,Pakistan,2025-02-01,2025-03-01
Kamran Ghulam,1,1.0,0.0,18.0,18.0,18.0,32.0,56.25,0.0,0.0,0.0,1.0,0.0,Pakistan,2025-02-01,2025-03-01
Imam-ul-Haq,1,1.0,0.0,10.0,10.0,10.0,26.0,38.46,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-03-01
Mohammad Hasnain,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-03-01
Jaker Ali,2,2.0,0.0,113.0,68.0,56.5,169.0,66.86,0.0,1.0,0.0,7.0,1.0,Bangladesh,2025-02-01,2025-03-01
Towhid Hridoy,2,2.0,0.0,107.0,100.0,53.5,142.0,75.35,1.0,0.0,0.0,6.0,2.0,Bangladesh,2025-02-01,2025-03-01
Najmul Hossain Shanto,2,2.0,0.0,77.0,77.0,38.5,112.0,68.75,0.0,1.0,1.0,9.0,0.0,Bangladesh,2025-02-01,2025-03-01
Tanzid Hasan,2,2.0,0.0,49.0,25.0,24.5,49.0,100.0,0.0,0.0,0.0,5.0,2.0,Bangladesh,2025-02-01,2025-03-01
Rishad Hossain,2,2.0,0.0,44.0,26.0,22.0,37.0,118.91,0.0,0.0,0.0,3.0,3.0,Bangladesh,2025-02-01,2025-03-01
Mehidy Hasan Miraz,2,2.0,0.0,18.0,13.0,9.0,24.0,75.0,0.0,0.0,0.0,2.0,1.0,Bangladesh,2025-02-01,2025-03-01
Taskin Ahmed,2,2.0,0.0,13.0,10.0,6.5,26.0,50.0,0.0,0.0,0.0,1.0,0.0,Bangladesh,2025-02-01,2025-03-01
Mahmudullah,1,1.0,0.0,4.0,4.0,4.0,14.0,28.57,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
Mustafizur Rahman,2,2.0,2.0,3.0,3.0,0.0,7.0,42.85,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
Mushfiqur Rahim,2,2.0,0.0,2.0,2.0,1.0,6.0,33.33,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
Nahid Rana,1,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
Soumya Sarkar,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
Tanzim Hasan Sakib,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-03-01
GD Phillips,5,5.0,4.0,236.0,106.0,236.0,190.0,124.21,1.0,1.0,0.0,14.0,13.0,New Zealand,2025-02-01,2025-03-01
KS Williamson,5,5.0,1.0,231.0,133.0,57.75,257.0,89.88,1.0,1.0,0.0,24.0,3.0,New Zealand,2025-02-01,2025-03-01
TWM Latham,5,5.0,1.0,229.0,118.0,57.25,248.0,92.33,1.0,2.0,2.0,18.0,3.0,New Zealand,2025-02-01,2025-03-01
DP Conway,4,4.0,0.0,185.0,97.0,46.25,243.0,76.13,0.0,1.0,0.0,22.0,1.0,New Zealand,2025-02-01,2025-03-01
DJ Mitchell,4,4.0,0.0,158.0,81.0,39.5,176.0,89.77,0.0,2.0,0.0,8.0,5.0,New Zealand,2025-02-01,2025-03-01
R Ravindra,2,2.0,0.0,137.0,112.0,68.5,124.0,110.48,1.0,0.0,0.0,17.0,1.0,New Zealand,2025-02-01,2025-03-01
WA Young,5,5.0,0.0,135.0,107.0,27.0,161.0,83.85,1.0,0.0,1.0,16.0,1.0,New Zealand,2025-02-01,2025-03-01
MG Bracewell,5,4.0,3.0,44.0,31.0,44.0,40.0,110.0,0.0,0.0,0.0,2.0,3.0,New Zealand,2025-02-01,2025-03-01
MJ Santner,5,1.0,1.0,8.0,8.0,0.0,5.0,160.0,0.0,0.0,0.0,1.0,0.0,New Zealand,2025-02-01,2025-03-01
JA Duffy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
MJ Henry,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
KA Jamieson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
W O'Rourke,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
BV Sears,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
NG Smith,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-03-01
BM Duckett,6,6.0,0.0,358.0,165.0,59.66,316.0,113.29,1.0,1.0,0.0,49.0,3.0,England,2025-02-01,2025-03-01
JE Root,6,6.0,0.0,337.0,120.0,56.16,365.0,92.32,1.0,2.0,0.0,28.0,2.0,England,2025-02-01,2025-03-01
JC Buttler,6,6.0,0.0,174.0,52.0,29.0,217.0,80.18,0.0,1.0,0.0,7.0,3.0,England,2025-02-01,2025-03-01
PD Salt,6,6.0,0.0,122.0,43.0,20.33,101.0,120.79,0.0,0.0,0.0,16.0,5.0,England,2025-02-01,2025-03-01
HC Brook,6,6.0,0.0,97.0,31.0,16.16,137.0,70.8,0.0,0.0,1.0,10.0,2.0,England,2025-02-01,2025-03-01
LS Livingstone,6,6.0,0.0,88.0,41.0,14.66,105.0,83.8,0.0,0.0,0.0,6.0,3.0,England,2025-02-01,2025-03-01
JC Archer,4,4.0,2.0,81.0,25.0,40.5,67.0,120.89,0.0,0.0,0.0,11.0,2.0,England,2025-02-01,2025-03-01
JG Bethell,1,1.0,0.0,51.0,51.0,51.0,64.0,79.68,0.0,1.0,0.0,3.0,1.0,England,2025-02-01,2025-03-01
J Overton,3,3.0,0.0,49.0,32.0,16.33,58.0,84.48,0.0,0.0,0.0,4.0,0.0,England,2025-02-01,2025-03-01
AAP Atkinson,2,2.0,0.0,41.0,38.0,20.5,26.0,157.69,0.0,0.0,0.0,6.0,1.0,England,2025-02-01,2025-03-01
T Banton,1,1.0,0.0,38.0,38.0,38.0,41.0,92.68,0.0,0.0,0.0,4.0,2.0,England,2025-02-01,2025-03-01
AU Rashid,6,6.0,1.0,30.0,14.0,6.0,43.0,69.76,0.0,0.0,1.0,3.0,0.0,England,2025-02-01,2025-03-01
JL Smith,3,3.0,0.0,24.0,15.0,8.0,29.0,82.75,0.0,0.0,1.0,5.0,0.0,England,2025-02-01,2025-03-01
BA Carse,2,2.0,0.0,18.0,10.0,9.0,25.0,72.0,0.0,0.0,0.0,1.0,0.0,England,2025-02-01,2025-03-01
MA Wood,4,3.0,1.0,11.0,9.0,5.5,11.0,100.0,0.0,0.0,1.0,2.0,0.0,England,2025-02-01,2025-03-01
S Mahmood,4,4.0,3.0,9.0,5.0,9.0,19.0,47.36,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-03-01
